poi_id,input_checkins,output_interactions,output_views,output_transactions,output_reviews,input_unique_users,output_unique_users,interaction_diff,user_diff
POI-ID-a6deb4a0,6,6,4,2,0,5,5,0,0
POI-ID-39209e5d,8,8,8,0,0,8,8,0,0
POI-ID-b2cb3f11,3,3,3,0,0,3,3,0,0
POI-ID-1aca133f,11,11,10,1,0,10,10,0,0
POI-ID-4022b999,13,13,10,2,1,10,10,0,0
POI-ID-b0cc387f,3,3,3,0,0,3,3,0,0
POI-ID-8185b4df,20,20,18,1,1,19,19,0,0
POI-ID-a287bf31,1,1,1,0,0,1,1,0,0
POI-ID-9e70fd44,1,1,1,0,0,1,1,0,0
POI-ID-12e36da9,20,20,14,4,2,12,12,0,0
POI-ID-f73b3861,17,17,16,1,0,17,17,0,0
POI-ID-6a40870f,3,3,2,1,0,2,2,0,0
POI-ID-29a431cc,13,13,11,1,1,10,10,0,0
POI-ID-f8b50655,16,16,16,0,0,16,16,0,0
POI-ID-28148396,5,5,5,0,0,5,5,0,0
POI-ID-420df0ad,1,1,1,0,0,1,1,0,0
POI-ID-ea3655d0,36,36,27,8,1,27,27,0,0
POI-ID-91d0273d,2,2,1,1,0,1,1,0,0
POI-ID-a980aa4a,1,1,1,0,0,1,1,0,0
POI-ID-29de40e8,7,7,7,0,0,7,7,0,0
POI-ID-da948a7e,2,2,2,0,0,2,2,0,0
POI-ID-e8397796,1,1,1,0,0,1,1,0,0
POI-ID-2ef2c951,3,3,3,0,0,3,3,0,0
POI-ID-a672a312,64,64,59,4,1,59,59,0,0
POI-ID-da5be9a7,15,15,14,1,0,15,15,0,0
POI-ID-bfc583ae,33,33,28,4,1,27,27,0,0
POI-ID-d1f6fc05,23,23,15,5,3,12,12,0,0
POI-ID-264bbcc2,2,2,2,0,0,2,2,0,0
POI-ID-0f474499,2,2,2,0,0,2,2,0,0
POI-ID-5b845f0e,105,105,80,16,9,77,77,0,0
POI-ID-40fe832e,10,10,10,0,0,10,10,0,0
POI-ID-496db407,22,22,19,2,1,20,20,0,0
POI-ID-6a09bd67,6,6,5,1,0,5,5,0,0
POI-ID-decb2e05,5,5,5,0,0,5,5,0,0
POI-ID-463d52bf,3,3,2,0,1,2,2,0,0
POI-ID-7b7d7b14,5,5,4,0,1,4,4,0,0
POI-ID-c23871cd,15,15,15,0,0,15,15,0,0
POI-ID-83381e5a,100,100,70,22,8,45,45,0,0
POI-ID-47c97151,3,3,3,0,0,3,3,0,0
POI-ID-62ea2371,18,18,17,1,0,17,17,0,0
POI-ID-16e339b4,3,3,2,0,1,3,3,0,0
POI-ID-8627cbcb,30,30,22,5,3,13,13,0,0
POI-ID-be531b77,34,34,30,3,1,31,31,0,0
POI-ID-d0af3e15,1,1,1,0,0,1,1,0,0
POI-ID-9dc1ba4a,19,19,16,3,0,17,17,0,0
POI-ID-4a91f09f,46,46,34,9,3,23,23,0,0
POI-ID-599224b6,123,123,73,28,22,61,61,0,0
POI-ID-c64b9f6d,1,1,1,0,0,1,1,0,0
POI-ID-26057868,74,74,60,10,4,60,60,0,0
POI-ID-bca54076,1,1,1,0,0,1,1,0,0
POI-ID-9f74388b,1,1,1,0,0,1,1,0,0
POI-ID-8eff3f72,44,44,36,5,3,37,37,0,0
POI-ID-a93a577b,95,95,70,19,6,56,56,0,0
POI-ID-d34b2183,16,16,12,3,1,13,13,0,0
POI-ID-6f867044,19,19,17,1,1,18,18,0,0
POI-ID-2fb934b0,9,9,7,0,2,9,9,0,0
POI-ID-7108fdf6,1,1,1,0,0,1,1,0,0
POI-ID-136f1ba2,51,51,36,9,6,31,31,0,0
POI-ID-00953496,1,1,1,0,0,1,1,0,0
POI-ID-adcb1d3e,18,18,18,0,0,18,18,0,0
POI-ID-1640bcbd,15,15,14,1,0,14,14,0,0
POI-ID-fe46d390,7,7,6,1,0,6,6,0,0
POI-ID-24960a55,1,1,1,0,0,1,1,0,0
POI-ID-c514e121,1,1,1,0,0,1,1,0,0
POI-ID-69acfe78,1,1,1,0,0,1,1,0,0
POI-ID-19a6abdc,27,27,22,5,0,22,22,0,0
POI-ID-9fda505e,7,7,4,2,1,1,1,0,0
POI-ID-8dae9d9d,1,1,1,0,0,1,1,0,0
POI-ID-42888334,15,15,11,4,0,11,11,0,0
POI-ID-37e2d96a,1,1,1,0,0,1,1,0,0
POI-ID-291d80c8,3,3,3,0,0,3,3,0,0
POI-ID-37e38859,29,29,24,4,1,24,24,0,0
POI-ID-c202523a,27,27,19,5,3,18,18,0,0
POI-ID-570a9a41,6,6,3,3,0,3,3,0,0
POI-ID-7d580414,30,30,23,6,1,22,22,0,0
POI-ID-5b10db1d,3,3,1,1,1,1,1,0,0
POI-ID-4fce2895,9,9,7,1,1,7,7,0,0
POI-ID-06bdf7c2,2,2,2,0,0,2,2,0,0
POI-ID-fa20fb81,1,1,1,0,0,1,1,0,0
POI-ID-37b20152,2,2,2,0,0,2,2,0,0
POI-ID-daf9f3ea,28,28,19,8,1,18,18,0,0
POI-ID-9eb3663e,8,8,6,1,1,5,5,0,0
POI-ID-4fa3f22a,7,7,5,1,1,3,3,0,0
POI-ID-c7f6dcd7,31,31,23,6,2,23,23,0,0
POI-ID-bf7b29c1,21,21,16,2,3,12,12,0,0
POI-ID-f9078a84,3,3,2,1,0,2,2,0,0
POI-ID-190cda14,2,2,2,0,0,2,2,0,0
POI-ID-d7201798,1,1,1,0,0,1,1,0,0
POI-ID-5b591f1f,10,10,5,3,2,5,5,0,0
POI-ID-b29d7343,17,17,13,2,2,12,12,0,0
POI-ID-8e019b93,8,8,7,1,0,7,7,0,0
POI-ID-9e2672e1,10,10,10,0,0,10,10,0,0
POI-ID-e46cfefa,1,1,1,0,0,1,1,0,0
POI-ID-d4615797,25,25,18,4,3,10,10,0,0
POI-ID-fd96e74f,11,11,8,2,1,8,8,0,0
POI-ID-ca2906e8,1,1,1,0,0,1,1,0,0
POI-ID-263ccb20,16,16,9,4,3,7,7,0,0
POI-ID-fb5c50ae,39,39,26,9,4,10,10,0,0
POI-ID-b6b735e2,6,6,4,1,1,4,4,0,0
POI-ID-1b41fd7c,2,2,2,0,0,2,2,0,0
POI-ID-43a60f75,5,5,5,0,0,5,5,0,0
POI-ID-a66e456c,71,71,55,11,5,43,43,0,0
POI-ID-0ccbeff9,1,1,1,0,0,1,1,0,0
POI-ID-1ce7256e,53,53,45,7,1,46,46,0,0
POI-ID-f6edad0f,10,10,10,0,0,10,10,0,0
POI-ID-b0004149,39,39,32,5,2,29,29,0,0
POI-ID-f0d3191f,16,16,11,4,1,12,12,0,0
POI-ID-38615fe8,4,4,4,0,0,4,4,0,0
POI-ID-57e6f3d2,1,1,1,0,0,1,1,0,0
POI-ID-2756f8ee,4,4,2,1,1,2,2,0,0
POI-ID-f1542b28,4,4,4,0,0,4,4,0,0
POI-ID-3b3fc5f8,8,8,7,1,0,7,7,0,0
POI-ID-cd940282,6,6,6,0,0,6,6,0,0
POI-ID-88815cd0,2,2,2,0,0,2,2,0,0
POI-ID-bc181c1b,8,8,7,1,0,7,7,0,0
POI-ID-1a327344,10,10,6,2,2,2,2,0,0
POI-ID-bf36b514,20,20,12,5,3,12,12,0,0
POI-ID-917b5d12,11,11,9,1,1,7,7,0,0
POI-ID-a090466c,14,14,14,0,0,14,14,0,0
POI-ID-55253629,1,1,1,0,0,1,1,0,0
POI-ID-c7a90819,50,50,40,7,3,40,40,0,0
POI-ID-5d33e858,3,3,3,0,0,3,3,0,0
POI-ID-019fa0e1,1,1,1,0,0,1,1,0,0
POI-ID-ea85d0c1,5,5,5,0,0,5,5,0,0
POI-ID-84d19c34,16,16,16,0,0,16,16,0,0
POI-ID-2e094174,2,2,2,0,0,2,2,0,0
POI-ID-63c13ecc,8,8,5,2,1,2,2,0,0
POI-ID-3d67b80a,1,1,1,0,0,1,1,0,0
POI-ID-2ea24e50,2,2,2,0,0,2,2,0,0
POI-ID-44ca20a6,4,4,3,1,0,3,3,0,0
POI-ID-e5ba4a00,1,1,1,0,0,1,1,0,0
POI-ID-295606b2,12,12,9,3,0,9,9,0,0
POI-ID-db6fc219,3,3,3,0,0,3,3,0,0
POI-ID-f55a1cfd,6,6,6,0,0,6,6,0,0
POI-ID-4425539b,16,16,13,2,1,11,11,0,0
POI-ID-4baa65a9,1,1,1,0,0,1,1,0,0
POI-ID-43952ab0,53,53,39,11,3,35,35,0,0
POI-ID-3cd8b534,15,15,11,2,2,9,9,0,0
POI-ID-0a58bc85,2,2,2,0,0,2,2,0,0
POI-ID-494e2c94,6,6,5,1,0,5,5,0,0
POI-ID-37e327e2,8,8,5,2,1,5,5,0,0
POI-ID-b91a42d3,4,4,3,1,0,3,3,0,0
POI-ID-75e61f21,3,3,3,0,0,3,3,0,0
POI-ID-b3f24854,2,2,2,0,0,2,2,0,0
POI-ID-725b5cea,17,17,11,4,2,5,5,0,0
POI-ID-a985f683,6,6,6,0,0,6,6,0,0
POI-ID-7d063890,1,1,1,0,0,1,1,0,0
POI-ID-8387443f,1,1,1,0,0,1,1,0,0
POI-ID-73a6972d,13,13,8,3,2,5,5,0,0
POI-ID-e3cc7838,10,10,8,1,1,7,7,0,0
POI-ID-a023e116,13,13,7,3,3,5,5,0,0
POI-ID-0ca6b8b0,48,47,43,3,1,45,44,-1,-1
POI-ID-f7b4694b,80,79,53,16,10,47,46,-1,-1
POI-ID-4bc8c08a,39,39,33,5,1,34,34,0,0
POI-ID-23838c6e,28,28,19,5,4,10,10,0,0
POI-ID-691fad0e,91,91,79,10,2,79,79,0,0
POI-ID-066d6364,4,4,2,1,1,1,1,0,0
POI-ID-63ec8d8a,4,4,4,0,0,4,4,0,0
POI-ID-4e9a0bb1,10,10,10,0,0,10,10,0,0
POI-ID-902d95f7,2,2,1,1,0,1,1,0,0
POI-ID-584ab37b,1,1,1,0,0,1,1,0,0
POI-ID-29cb8ff6,1,1,1,0,0,1,1,0,0
POI-ID-0a2ffbeb,8,8,8,0,0,8,8,0,0
POI-ID-7e69c05a,6,6,4,1,1,2,2,0,0
POI-ID-2aeadf73,5,5,3,1,1,3,3,0,0
POI-ID-16ad5e05,2,2,2,0,0,2,2,0,0
POI-ID-3ede6363,19,19,18,0,1,18,18,0,0
POI-ID-4d8fdf86,11,11,9,1,1,8,8,0,0
POI-ID-4f4cd765,8,8,8,0,0,8,8,0,0
POI-ID-a0e01c5f,3,3,3,0,0,3,3,0,0
POI-ID-aef40e23,80,80,60,13,7,49,49,0,0
POI-ID-00190bcb,1,1,1,0,0,1,1,0,0
POI-ID-733dee72,83,83,64,16,3,63,63,0,0
POI-ID-41b9ce5a,19,19,12,3,4,9,9,0,0
POI-ID-63c0d705,6,6,5,1,0,5,5,0,0
POI-ID-256a6e9d,3,3,3,0,0,3,3,0,0
POI-ID-eee93462,1,1,1,0,0,1,1,0,0
POI-ID-641ee3e0,29,28,20,6,2,21,20,-1,-1
POI-ID-ac96f463,40,40,33,7,0,33,33,0,0
POI-ID-e12664a2,20,20,17,2,1,19,19,0,0
POI-ID-8fc7fb5b,9,9,8,1,0,8,8,0,0
POI-ID-6d528966,4,4,4,0,0,4,4,0,0
POI-ID-0614579f,2,2,2,0,0,2,2,0,0
POI-ID-9db2289b,5,5,5,0,0,5,5,0,0
POI-ID-a5a65a52,1,1,1,0,0,1,1,0,0
POI-ID-538974b9,5,5,5,0,0,5,5,0,0
POI-ID-0703a745,12,12,11,1,0,11,11,0,0
POI-ID-c8c4e42c,9,9,7,2,0,8,8,0,0
POI-ID-a07909bb,8,8,8,0,0,8,8,0,0
POI-ID-3df4c185,3,3,3,0,0,3,3,0,0
POI-ID-1421928a,7,7,7,0,0,7,7,0,0
POI-ID-a4578c1e,2,2,1,1,0,1,1,0,0
POI-ID-6597806c,2,2,1,1,0,1,1,0,0
POI-ID-fec4be99,9,9,8,1,0,8,8,0,0
POI-ID-c7099d0f,5,5,4,1,0,4,4,0,0
POI-ID-34fbf420,26,26,20,5,1,20,20,0,0
POI-ID-7a08122c,3,3,2,1,0,2,2,0,0
POI-ID-df223f37,1,1,1,0,0,1,1,0,0
POI-ID-00c8ee1e,30,30,19,6,5,11,11,0,0
POI-ID-6a0fc285,29,29,22,5,2,15,15,0,0
POI-ID-0284760f,2,2,2,0,0,2,2,0,0
POI-ID-7db31516,20,20,18,1,1,17,17,0,0
POI-ID-1510b657,9,9,9,0,0,9,9,0,0
POI-ID-a5765643,1,1,1,0,0,1,1,0,0
POI-ID-1318c389,26,26,24,1,1,24,24,0,0
POI-ID-44d6936b,3,3,3,0,0,3,3,0,0
POI-ID-2bd4674b,68,68,61,6,1,63,63,0,0
POI-ID-9cebe6f4,22,22,22,0,0,22,22,0,0
POI-ID-9eecdc2a,65,65,53,9,3,52,52,0,0
POI-ID-960b9647,16,16,16,0,0,16,16,0,0
POI-ID-76b47bcd,10,10,6,3,1,1,1,0,0
POI-ID-327f486d,2,2,2,0,0,2,2,0,0
POI-ID-f9d9a2b0,2,2,2,0,0,2,2,0,0
POI-ID-95d45aed,13,13,10,2,1,9,9,0,0
POI-ID-54701196,10,10,10,0,0,10,10,0,0
POI-ID-ddb63526,20,20,12,6,2,1,1,0,0
POI-ID-96968efb,7,7,5,1,1,3,3,0,0
POI-ID-abfd1c69,1,1,1,0,0,1,1,0,0
POI-ID-64543f90,16,16,11,3,2,12,12,0,0
POI-ID-c4c1207d,16,16,9,4,3,1,1,0,0
POI-ID-87aabd0a,22,22,21,1,0,21,21,0,0
POI-ID-9b69381c,2,2,2,0,0,2,2,0,0
POI-ID-54de8ccc,1,1,1,0,0,1,1,0,0
POI-ID-dbf31dcd,2,2,2,0,0,2,2,0,0
POI-ID-d70753e6,40,40,29,8,3,29,29,0,0
POI-ID-4db983fd,15,15,14,1,0,14,14,0,0
POI-ID-e56fe748,5,5,5,0,0,5,5,0,0
POI-ID-e11a25af,1,1,1,0,0,1,1,0,0
POI-ID-2079075a,3,3,3,0,0,3,3,0,0
POI-ID-ae5e4fff,6,6,3,1,2,1,1,0,0
POI-ID-7e9c5a2e,10,10,6,3,1,1,1,0,0
POI-ID-e077819d,25,25,21,4,0,21,21,0,0
POI-ID-15742d42,9,9,7,1,1,5,5,0,0
POI-ID-efb368cd,14,14,8,3,3,2,2,0,0
POI-ID-6988a8f8,14,14,8,4,2,1,1,0,0
POI-ID-67e385ad,3,3,1,1,1,1,1,0,0
POI-ID-73005769,66,66,50,10,6,44,44,0,0
POI-ID-b5f73161,27,27,19,4,4,12,12,0,0
POI-ID-1fa52552,74,74,53,14,7,36,36,0,0
POI-ID-d05fe0dc,3,3,1,1,1,1,1,0,0
POI-ID-2b75f7ad,25,25,20,2,3,21,21,0,0
POI-ID-ba2d7b9f,11,11,7,4,0,7,7,0,0
POI-ID-8729c674,11,11,6,3,2,3,3,0,0
POI-ID-b7fd1d87,8,8,8,0,0,8,8,0,0
POI-ID-cf7e2605,4,4,4,0,0,4,4,0,0
POI-ID-f2d1d355,23,23,13,6,4,6,6,0,0
POI-ID-440148d3,1,1,1,0,0,1,1,0,0
POI-ID-d9c6c6c1,20,20,17,2,1,15,15,0,0
POI-ID-a70ef5e5,3,3,3,0,0,3,3,0,0
POI-ID-1d0bd608,7,7,5,1,1,5,5,0,0
POI-ID-56d33383,1,1,1,0,0,1,1,0,0
POI-ID-deed05a2,2,2,2,0,0,2,2,0,0
POI-ID-0dba91ca,3,3,1,1,1,1,1,0,0
POI-ID-9144cd25,1,1,1,0,0,1,1,0,0
POI-ID-a1407c9b,25,25,20,3,2,20,20,0,0
POI-ID-8f8aa963,11,11,8,2,1,8,8,0,0
POI-ID-b8c7e8c7,4,4,4,0,0,4,4,0,0
POI-ID-01c82526,6,6,4,1,1,5,5,0,0
POI-ID-8988be00,13,13,9,3,1,9,9,0,0
POI-ID-3fbe605b,12,12,8,2,2,6,6,0,0
POI-ID-d0ed74c7,4,4,2,1,1,2,2,0,0
POI-ID-6ef1b700,2,2,2,0,0,2,2,0,0
POI-ID-ac146e87,10,10,9,1,0,9,9,0,0
POI-ID-b9c0b025,2,2,2,0,0,2,2,0,0
POI-ID-675f21f5,8,8,5,1,2,3,3,0,0
POI-ID-52852f6b,4,4,4,0,0,4,4,0,0
POI-ID-823275cc,1,1,1,0,0,1,1,0,0
POI-ID-d6bf78d8,28,28,28,0,0,28,28,0,0
POI-ID-ab83cbe2,9,9,7,1,1,7,7,0,0
POI-ID-762c0597,4,4,3,1,0,3,3,0,0
POI-ID-ae854f74,18,18,11,5,2,5,5,0,0
POI-ID-d495ddba,20,20,12,5,3,6,6,0,0
POI-ID-f219eff7,2,2,2,0,0,2,2,0,0
POI-ID-9a6c72c6,5,5,5,0,0,5,5,0,0
POI-ID-a91f534d,4,4,4,0,0,4,4,0,0
POI-ID-03f03581,74,74,52,15,7,26,26,0,0
POI-ID-6aba463b,1,1,1,0,0,1,1,0,0
POI-ID-f1903c32,2,2,1,1,0,1,1,0,0
POI-ID-d019c2c3,4,4,3,1,0,3,3,0,0
POI-ID-2bb4eeb3,1,1,1,0,0,1,1,0,0
POI-ID-65129962,29,29,21,5,3,14,14,0,0
POI-ID-84b7336c,27,27,26,1,0,26,26,0,0
POI-ID-d217c872,1,1,1,0,0,1,1,0,0
POI-ID-20ac704a,2,2,2,0,0,2,2,0,0
POI-ID-f5e8a7bb,4,4,4,0,0,4,4,0,0
POI-ID-5a7747f1,8,8,7,0,1,8,8,0,0
POI-ID-d1cabde5,11,11,9,1,1,9,9,0,0
POI-ID-ad1d7939,8,8,8,0,0,8,8,0,0
POI-ID-78219f97,1,1,1,0,0,1,1,0,0
POI-ID-eb32542f,1,1,1,0,0,1,1,0,0
POI-ID-2ee297f3,4,4,4,0,0,4,4,0,0
POI-ID-4ede5b3d,1,1,1,0,0,1,1,0,0
POI-ID-5074e24b,1,1,1,0,0,1,1,0,0
POI-ID-8228d1d6,5,5,5,0,0,5,5,0,0
POI-ID-4cda6a2e,5,5,4,1,0,4,4,0,0
POI-ID-5b75dbd5,1,1,1,0,0,1,1,0,0
POI-ID-97703645,2,2,2,0,0,2,2,0,0
POI-ID-007ecf2d,16,16,14,2,0,14,14,0,0
POI-ID-af0a53ae,18,18,18,0,0,18,18,0,0
POI-ID-5b5dbbf4,4,4,4,0,0,4,4,0,0
POI-ID-efe90cc5,7,7,7,0,0,7,7,0,0
POI-ID-39d26edb,16,16,9,4,3,4,4,0,0
POI-ID-a8a1afb0,9,9,6,2,1,3,3,0,0
POI-ID-8e872954,31,31,22,6,3,15,15,0,0
POI-ID-afedf645,6,6,6,0,0,6,6,0,0
POI-ID-3f961ed0,4,4,2,1,1,1,1,0,0
POI-ID-533223bf,1,1,1,0,0,1,1,0,0
POI-ID-8173b0e2,14,14,9,3,2,5,5,0,0
POI-ID-32517b53,11,11,7,2,2,5,5,0,0
POI-ID-67b4bdec,7,7,7,0,0,7,7,0,0
POI-ID-40d62abb,12,12,11,1,0,11,11,0,0
POI-ID-8e17490a,11,11,10,1,0,10,10,0,0
POI-ID-671ed26c,2,2,1,1,0,1,1,0,0
POI-ID-6ce8a807,20,20,19,1,0,19,19,0,0
POI-ID-99334de8,45,43,34,6,3,36,35,-2,-1
POI-ID-9d066cdd,2,2,2,0,0,2,2,0,0
POI-ID-50c1614b,1,1,1,0,0,1,1,0,0
POI-ID-a89f871e,4,4,4,0,0,4,4,0,0
POI-ID-2ef5bc61,3,3,2,1,0,2,2,0,0
POI-ID-1ffdceca,13,13,11,1,1,11,11,0,0
POI-ID-b57e355a,4,4,4,0,0,4,4,0,0
POI-ID-b4054d08,6,6,5,1,0,5,5,0,0
POI-ID-9ee0342d,12,12,10,1,1,10,10,0,0
POI-ID-9105f5df,12,12,10,2,0,10,10,0,0
POI-ID-6ee41404,54,54,45,8,1,45,45,0,0
POI-ID-e0fcd262,5,5,4,1,0,5,5,0,0
POI-ID-d39f881a,3,3,3,0,0,3,3,0,0
POI-ID-5d0ccd49,10,10,9,1,0,9,9,0,0
POI-ID-61d0406f,11,11,10,0,1,10,10,0,0
POI-ID-283e09c1,1,1,1,0,0,1,1,0,0
POI-ID-6d91bb4f,3,3,3,0,0,3,3,0,0
POI-ID-71d80c63,1,1,1,0,0,1,1,0,0
POI-ID-2321d3f3,15,15,14,1,0,14,14,0,0
POI-ID-599e0572,7,7,7,0,0,7,7,0,0
POI-ID-5186ac1d,11,11,8,3,0,8,8,0,0
POI-ID-f99060b9,12,12,7,3,2,4,4,0,0
POI-ID-08b47626,2,2,2,0,0,2,2,0,0
POI-ID-a9931361,13,13,11,1,1,10,10,0,0
POI-ID-23996ad4,6,6,3,1,2,3,3,0,0
POI-ID-4072f4eb,2,2,2,0,0,2,2,0,0
POI-ID-42e46093,3,3,3,0,0,3,3,0,0
POI-ID-d6fc27e4,33,33,33,0,0,33,33,0,0
POI-ID-6415f275,19,19,15,3,1,15,15,0,0
POI-ID-08a31ad1,4,4,3,1,0,3,3,0,0
POI-ID-7c84001a,33,33,29,3,1,29,29,0,0
POI-ID-5723fbc5,2,2,2,0,0,2,2,0,0
POI-ID-440ffe25,6,6,6,0,0,6,6,0,0
POI-ID-c8b86b85,2,2,2,0,0,2,2,0,0
POI-ID-e1f146ef,12,12,10,2,0,10,10,0,0
POI-ID-c1c618ee,24,24,16,6,2,9,9,0,0
POI-ID-31f305b6,40,40,34,4,2,32,32,0,0
POI-ID-56d75b24,6,6,5,1,0,5,5,0,0
POI-ID-415ecf4c,6,6,6,0,0,6,6,0,0
POI-ID-dcc5118b,5,5,5,0,0,5,5,0,0
POI-ID-8a3faa35,40,40,35,4,1,34,34,0,0
POI-ID-c2aa06f4,17,17,12,4,1,12,12,0,0
POI-ID-b14b145c,19,19,16,2,1,13,13,0,0
POI-ID-688fa533,6,6,6,0,0,6,6,0,0
POI-ID-818455c1,15,15,13,1,1,13,13,0,0
POI-ID-1101ed35,12,12,11,1,0,11,11,0,0
POI-ID-a1b16e47,13,13,10,1,2,11,11,0,0
POI-ID-9692ff51,24,24,21,2,1,21,21,0,0
POI-ID-e9780194,2,2,1,1,0,1,1,0,0
POI-ID-4642b5ce,1,1,1,0,0,1,1,0,0
POI-ID-3a3f4d1c,8,8,8,0,0,8,8,0,0
POI-ID-562f1c98,44,44,35,7,2,35,35,0,0
POI-ID-a13d695b,27,27,18,5,4,14,14,0,0
POI-ID-91ceb643,19,19,18,1,0,18,18,0,0
POI-ID-7d37e8b9,23,23,21,2,0,21,21,0,0
POI-ID-8dbfffa6,3,3,3,0,0,3,3,0,0
POI-ID-0429562c,4,4,4,0,0,4,4,0,0
POI-ID-34da6bd5,20,20,20,0,0,20,20,0,0
POI-ID-26582f6b,30,30,27,2,1,28,28,0,0
POI-ID-17014fc7,17,17,14,2,1,14,14,0,0
POI-ID-c56540ab,7,7,6,1,0,6,6,0,0
POI-ID-b2b45089,46,46,36,7,3,36,36,0,0
POI-ID-c3c66c3a,9,9,9,0,0,9,9,0,0
POI-ID-64fe44a7,17,17,16,1,0,16,16,0,0
POI-ID-91d8859b,4,4,4,0,0,4,4,0,0
POI-ID-1359931b,16,16,15,1,0,15,15,0,0
POI-ID-ea8d9143,1,1,1,0,0,1,1,0,0
POI-ID-4188e201,12,12,9,2,1,6,6,0,0
POI-ID-9105cb5c,1,1,1,0,0,1,1,0,0
POI-ID-cf0cd423,6,6,6,0,0,6,6,0,0
POI-ID-3826edf5,1,1,1,0,0,1,1,0,0
POI-ID-ef39a325,11,11,9,1,1,9,9,0,0
POI-ID-a1b8763f,2,2,2,0,0,2,2,0,0
POI-ID-16262605,2,2,2,0,0,2,2,0,0
POI-ID-4a0d52fa,7,7,7,0,0,7,7,0,0
POI-ID-a2200a2e,4,4,4,0,0,4,4,0,0
POI-ID-92bc3a0b,17,17,16,0,1,16,16,0,0
POI-ID-aeda05f1,9,9,9,0,0,9,9,0,0
POI-ID-05114c27,1,1,1,0,0,1,1,0,0
POI-ID-4305f82d,5,5,3,1,1,3,3,0,0
POI-ID-2b81afe4,2,2,2,0,0,2,2,0,0
POI-ID-19c61b4a,13,13,9,3,1,4,4,0,0
POI-ID-f815bc4c,1,1,1,0,0,1,1,0,0
POI-ID-aef891ca,60,60,43,14,3,38,38,0,0
POI-ID-a00784d4,2,2,2,0,0,2,2,0,0
POI-ID-2a51d277,2,2,2,0,0,2,2,0,0
POI-ID-c6b9fa4b,8,8,8,0,0,8,8,0,0
POI-ID-7d79df12,38,38,28,6,4,26,26,0,0
POI-ID-2e43fa4e,1,1,1,0,0,1,1,0,0
POI-ID-2e1b848e,18,18,17,1,0,17,17,0,0
POI-ID-17c71478,3,3,3,0,0,3,3,0,0
POI-ID-80537ba7,5,5,5,0,0,5,5,0,0
POI-ID-088399b0,1,1,1,0,0,1,1,0,0
POI-ID-72864bac,7,7,5,1,1,3,3,0,0
POI-ID-86ea6691,14,14,14,0,0,14,14,0,0
POI-ID-372779d1,5,5,4,0,1,4,4,0,0
POI-ID-736752d2,2,2,2,0,0,2,2,0,0
POI-ID-910533f7,2,2,1,1,0,1,1,0,0
POI-ID-df812467,10,10,10,0,0,10,10,0,0
POI-ID-a274b718,17,17,15,2,0,15,15,0,0
POI-ID-4f7b66d9,1,1,1,0,0,1,1,0,0
POI-ID-2757bdb2,17,17,15,2,0,15,15,0,0
POI-ID-efa7c289,8,8,4,2,2,1,1,0,0
POI-ID-cb027536,1,1,1,0,0,1,1,0,0
POI-ID-990c82b9,1,1,1,0,0,1,1,0,0
POI-ID-9dfbe91e,1,1,1,0,0,1,1,0,0
POI-ID-f65a8e68,1,1,1,0,0,1,1,0,0
POI-ID-407e79b9,10,10,7,1,2,5,5,0,0
POI-ID-e0028abb,2,2,2,0,0,2,2,0,0
POI-ID-d73ec063,1,1,1,0,0,1,1,0,0
POI-ID-42c5b380,4,4,4,0,0,4,4,0,0
POI-ID-f9e5d478,1,1,1,0,0,1,1,0,0
POI-ID-b62598ad,1,1,1,0,0,1,1,0,0
POI-ID-5dc82685,13,13,11,2,0,11,11,0,0
POI-ID-f0c9e0c4,55,55,37,11,7,31,31,0,0
POI-ID-5eea8f2d,8,8,6,1,1,5,5,0,0
POI-ID-e5bad1b2,2,2,2,0,0,2,2,0,0
POI-ID-135c1322,7,7,6,1,0,6,6,0,0
POI-ID-3c3ca6bc,2,2,2,0,0,2,2,0,0
POI-ID-8c7fcf18,7,7,6,1,0,6,6,0,0
POI-ID-6168396b,1,1,1,0,0,1,1,0,0
POI-ID-3ec85013,25,25,22,3,0,22,22,0,0
POI-ID-b64fdae4,3,3,3,0,0,3,3,0,0
POI-ID-7215e8ab,11,11,11,0,0,11,11,0,0
POI-ID-db5f16ad,8,8,5,1,2,3,3,0,0
POI-ID-ade9a9cd,3,3,3,0,0,3,3,0,0
POI-ID-d5c59d87,15,15,9,5,1,10,10,0,0
POI-ID-dce9152b,3,3,3,0,0,3,3,0,0
POI-ID-1f96e84b,2,2,2,0,0,2,2,0,0
POI-ID-14df3582,7,7,7,0,0,7,7,0,0
POI-ID-b57d51c1,7,7,6,1,0,6,6,0,0
POI-ID-5cbcde5f,6,6,6,0,0,6,6,0,0
POI-ID-fcf998bd,8,8,5,1,2,3,3,0,0
POI-ID-346d473e,5,5,4,1,0,4,4,0,0
POI-ID-8e52ce47,5,5,3,2,0,3,3,0,0
POI-ID-1e09ca41,16,16,13,2,1,13,13,0,0
POI-ID-3681a126,27,27,23,3,1,22,22,0,0
POI-ID-06f85894,1,1,1,0,0,1,1,0,0
POI-ID-c3914cda,3,3,1,1,1,1,1,0,0
POI-ID-8fb02236,19,19,14,3,2,12,12,0,0
POI-ID-f7efb9ce,3,3,2,1,0,2,2,0,0
POI-ID-ddcddd16,35,35,31,3,1,30,30,0,0
POI-ID-196667ae,6,6,5,1,0,5,5,0,0
POI-ID-67abfd3c,2,2,2,0,0,2,2,0,0
